"eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","mae_valid_mean","mae_valid_sd"
0.01,4,0,0.66,40,0.66,500,148211409.641613,11673960.5578822
0.01,4,0.01,0.75,40,0.75,500,148212646.068183,11760110.0073469
0.01,4,0.001,0.66,20,0.75,500,148214009.183399,11692899.4158234
0.01,4,0.001,0.66,40,0.75,500,148241286.257801,12100672.2689257
0.01,4,0,0.75,20,0.66,500,148292490.999496,11994602.7948879
0.01,4,0,0.66,40,0.75,500,148322885.856944,11626407.5462903
0.01,4,0.1,0.66,40,0.75,500,148369293.588894,11976191.9269359
0.01,4,0.01,0.66,40,0.66,500,148369631.119379,11835152.4465216
0.01,4,0,0.75,40,0.75,500,148387722.863241,11829259.3929434
0.01,4,0.1,0.66,20,0.75,500,148500045.791602,11809769.3330991
0.01,4,0.001,0.66,20,0.66,500,148502450.892939,12015704.8547656
0.01,4,0.01,0.66,40,0.75,500,148541498.377513,12091611.3134188
0.01,4,0.1,0.66,40,0.66,500,148593513.367512,11908856.8939783
0.01,4,0,0.66,20,0.75,500,148616503.567948,12180695.4765369
0.05,2,0.001,0.75,40,0.66,500,149297413.406121,12255115.1363899
0.05,2,0.01,0.75,40,0.66,500,149369009.640069,12210435.8304916
0.05,2,0.1,0.75,40,0.66,500,149396032.725713,12161074.9427832
0.05,2,0,0.66,20,0.66,500,149487318.245944,12125507.5806424
0.05,2,0.001,0.66,20,0.75,500,149604396.523733,11717236.1319953
0.05,2,0.1,0.75,20,0.66,500,149661528.02852,11855994.9988452
0.05,2,0,0.75,20,0.75,500,149709040.8275,12077924.2045457
0.05,2,0.01,0.66,40,0.66,500,149721618.959691,12913708.0111861
0.05,2,0.01,0.66,20,0.75,500,149729008.689255,12216229.8084655
0.05,2,0.01,0.75,40,0.75,500,149742821.19754,12038334.1910472
0.05,2,0,0.66,40,0.75,500,149749786.898985,11996772.4004145
0.05,2,0.01,0.75,20,0.66,500,149804153.721392,11877981.7784029
0.05,2,0.01,0.66,40,0.75,500,149833651.023768,12150851.7631164
0.05,2,0.1,0.75,20,0.75,500,149852336.534835,11935103.4602039
0.05,2,0.1,0.75,40,0.75,500,149854502.077363,12126711.446269
0.05,2,0,0.75,20,0.66,500,149861227.577424,12208579.9308023
0.05,2,0.001,0.75,20,0.66,500,149862258.855451,12908447.7392268
0.05,2,0,0.75,40,0.66,500,149925109.788015,12473661.7174674
0.05,2,0,0.66,20,0.75,500,149946651.987904,12291543.7625028
0.05,2,0.001,0.75,20,0.75,500,149954042.990625,12065809.8891123
0.05,2,0.1,0.66,40,0.75,500,149955969.375787,12620811.131176
0.05,2,0.001,0.66,40,0.66,500,149966772.521075,12407800.9949664
0.05,2,0.1,0.66,20,0.66,500,150011075.217181,12136844.2329742
0.05,2,0.01,0.75,20,0.75,500,150026802.566632,12359723.5846095
0.05,2,0,0.66,40,0.66,500,150065517.172032,12967926.8447974
0.05,2,0.1,0.66,20,0.75,500,150173663.240212,12481141.2002892
0.05,2,0.001,0.66,40,0.75,500,150188429.733188,12437811.8034036
0.05,2,0.01,0.66,20,0.66,500,150201478.23388,13187583.5909909
0.05,2,0.1,0.66,40,0.66,500,150251984.216047,12922936.2277433
0.05,2,0.001,0.66,20,0.66,500,150280314.547607,12076961.7844469
0.05,2,0,0.75,40,0.75,500,150360625.693085,12647951.7584947
0.05,2,0.001,0.75,40,0.75,500,150367756.610732,12578402.9188967
0.05,2,0.01,0.75,20,0.66,250,154055282.415089,12603806.6174234
0.05,2,0,0.75,40,0.66,250,154098146.148995,12771793.003795
0.05,2,0.1,0.75,40,0.66,250,154146154.961836,13202575.3032005
0.05,2,0,0.75,20,0.66,250,154236323.061401,13002244.796662
0.05,2,0.001,0.75,40,0.66,250,154267025.372295,12622082.296724
0.05,2,0.01,0.66,20,0.75,250,154361355.722419,12708700.186311
0.05,2,0.001,0.66,40,0.75,250,154369289.034639,13160103.9570989
0.05,2,0.1,0.66,20,0.66,250,154376655.529968,13005949.8328142
0.05,2,0.001,0.66,20,0.66,250,154410552.343425,12896128.1655714
0.05,2,0.1,0.75,20,0.66,250,154450287.111535,12758895.8245175
0.05,2,0.1,0.75,20,0.75,250,154474278.450803,12689319.6547297
0.05,2,0.1,0.75,40,0.75,250,154483441.238863,12651648.0113899
0.05,2,0,0.75,40,0.75,250,154523365.174461,13168544.7405743
0.05,2,0,0.66,40,0.66,250,154524359.990335,13057771.1300196
0.05,2,0.01,0.66,20,0.66,250,154576883.416389,12985059.9653181
0.05,2,0.1,0.66,40,0.75,250,154585538.6151,12969154.1886149
0.05,2,0.01,0.75,40,0.75,250,154638949.63333,12414740.3830967
0.05,2,0.01,0.75,20,0.75,250,154641308.585924,12854219.8165597
0.05,2,0.01,0.66,40,0.66,250,154647859.641282,13191135.6320858
0.05,2,0.001,0.75,40,0.75,250,154652359.318335,12978562.6797656
0.05,2,0.01,0.75,40,0.66,250,154666310.6141,13503734.372771
0.05,2,0.01,0.66,40,0.75,250,154708808.236434,13265403.4332694
0.05,2,0.001,0.66,40,0.66,250,154711343.720384,12626078.9032995
0.05,2,0.001,0.66,20,0.75,250,154749575.523215,13020034.4248982
0.05,2,0.1,0.66,20,0.75,250,154750996.7159,13393798.5050008
0.05,2,0,0.75,20,0.75,250,154752414.301966,13230776.1048707
0.05,2,0,0.66,20,0.66,250,154777051.821448,13119533.5971866
0.05,2,0.001,0.75,20,0.75,250,154876209.028212,13496304.6596151
0.05,2,0,0.66,20,0.75,250,154901423.223977,13273018.9999216
0.05,2,0,0.66,40,0.75,250,154945561.483011,13134007.08699
0.05,2,0.001,0.75,20,0.66,250,154946535.720723,13022914.4831488
0.05,2,0.1,0.66,40,0.66,250,154969284.644282,12801119.448903
0.01,2,0,0.75,20,0.66,1000,156102794.421807,13232029.5707842
0.01,2,0.01,0.75,40,0.66,1000,156171740.291019,13297443.4866988
0.01,2,0,0.66,40,0.66,1000,156226021.104747,13354240.1872422
0.01,2,0.001,0.75,20,0.66,1000,156262976.789744,13397596.9451107
0.01,2,0,0.66,20,0.66,1000,156277128.757317,13420701.2773789
0.01,2,0.01,0.66,20,0.66,1000,156298969.027539,13315183.4536681
0.01,2,0,0.75,40,0.66,1000,156309328.272578,13355982.5608441
0.01,2,0.01,0.75,20,0.66,1000,156321678.210982,13484219.5217631
0.01,2,0.1,0.75,40,0.66,1000,156327106.97107,13365746.7574041
0.01,2,0.01,0.66,20,0.75,1000,156372566.602899,13345513.5874417
0.01,2,0.01,0.66,40,0.66,1000,156397610.260664,13353462.5496343
0.01,2,0.001,0.66,40,0.66,1000,156402379.142207,13525409.1483684
0.01,2,0.1,0.66,20,0.66,1000,156403199.819866,13529404.6771877
0.01,2,0.1,0.75,40,0.75,1000,156419260.06231,13440824.852107
0.01,2,0.001,0.75,40,0.75,1000,156440081.651096,13290182.2558371
0.01,2,0.001,0.75,40,0.66,1000,156442619.00394,13382417.7229705
0.01,2,0.001,0.66,40,0.75,1000,156456603.1025,13469254.5157927
0.01,2,0.01,0.75,40,0.75,1000,156462229.321594,13412312.5286224
0.01,2,0.1,0.66,40,0.66,1000,156467512.971959,13322350.8088337
0.01,2,0.001,0.75,20,0.75,1000,156475780.29033,13462323.5054964
0.01,2,0,0.75,20,0.75,1000,156481954.098094,13219911.8734372
0.01,2,0,0.75,40,0.75,1000,156503505.124618,13543551.9552547
0.01,2,0.1,0.66,20,0.75,1000,156504657.302481,13443084.8157821
0.01,2,0.1,0.75,20,0.66,1000,156508461.921357,13491642.7536077
0.01,2,0.001,0.66,20,0.75,1000,156511770.366573,13558910.7914143
0.01,2,0.1,0.75,20,0.75,1000,156518499.730707,13537652.828453
0.01,2,0.1,0.66,40,0.75,1000,156532529.293536,13639756.3124885
0.01,2,0,0.66,20,0.75,1000,156533326.279385,13312786.1315329
0.01,2,0.01,0.75,20,0.75,1000,156534927.560392,13503451.6899532
0.01,2,0.01,0.66,40,0.75,1000,156546991.06792,13597147.4237912
0.01,2,0,0.66,40,0.75,1000,156576028.394461,13531128.624504
0.01,2,0.001,0.66,20,0.66,1000,156617197.97935,13680244.8448155
0.01,4,0,0.75,20,0.66,250,159365989.894189,12952643.5186008
0.01,4,0.001,0.75,40,0.75,250,159437333.030478,12884675.3528141
0.01,4,0.001,0.75,20,0.66,250,159473470.058581,12767051.0696177
0.01,4,0.1,0.75,40,0.66,250,159500781.095996,12972332.8164188
0.01,4,0.1,0.75,20,0.75,250,159587849.452543,12867830.5253959
0.01,4,0.1,0.75,20,0.66,250,159620287.899154,13243684.1199033
0.01,4,0.01,0.75,20,0.75,250,159636908.075451,12978691.9037784
0.01,4,0.01,0.75,20,0.66,250,159660612.044329,12861069.4635736
0.01,4,0,0.75,40,0.75,250,159662941.804924,12968693.5693039
0.01,4,0.01,0.66,20,0.66,250,159664321.366051,13015980.6264248
0.01,4,0.001,0.75,40,0.66,250,159682132.04012,13139110.8340786
0.01,4,0.01,0.66,40,0.66,250,159695513.760138,13076960.8349016
0.01,4,0,0.66,20,0.66,250,159704735.671312,13329844.5088674
0.01,4,0,0.75,40,0.66,250,159769203.923921,12941625.4773534
0.01,4,0.001,0.66,40,0.66,250,159770099.71079,12850937.130476
0.01,4,0.1,0.75,40,0.75,250,159784785.85859,13081763.7581463
0.01,4,0.001,0.66,40,0.75,250,159813768.68732,13070884.9752705
0.01,4,0,0.75,20,0.75,250,159830060.050278,13348316.8146265
0.01,4,0.01,0.75,40,0.75,250,159846532.409747,12987693.4652478
0.01,4,0.01,0.75,40,0.66,250,159847115.579502,13050203.0757527
0.01,4,0.1,0.66,40,0.66,250,159857143.27535,13299795.1192112
0.01,4,0.001,0.66,20,0.66,250,159864935.441357,13242043.0338516
0.01,4,0.001,0.75,20,0.75,250,159870166.501314,13322884.0068169
0.01,4,0,0.66,20,0.75,250,159911470.228907,13265107.5267474
0.01,4,0.01,0.66,20,0.75,250,159934751.799123,13155992.3272482
0.01,4,0,0.66,40,0.66,250,159973295.732564,13218555.11769
0.01,4,0,0.66,40,0.75,250,159980527.983993,13172412.2342543
0.01,4,0.1,0.66,20,0.66,250,159983316.777898,13069564.347162
0.01,4,0.01,0.66,40,0.75,250,159983995.93105,13040563.6655641
0.01,4,0.1,0.66,20,0.75,250,160035489.881288,13104226.5270624
0.01,4,0.001,0.66,20,0.75,250,160056110.624615,13138842.401704
0.01,4,0.1,0.66,40,0.75,250,160224130.225398,13188853.0971812
0.01,2,0.001,0.75,40,0.66,500,163891627.317568,13998387.8138467
0.01,2,0.001,0.75,20,0.66,500,163980326.740555,14046648.3570423
0.01,2,0.01,0.75,20,0.66,500,164002881.479319,14039423.8498371
0.01,2,0.1,0.75,40,0.75,500,164042390.331693,13939364.0171517
0.01,2,0.1,0.75,20,0.66,500,164061430.87651,13903712.8396014
0.01,2,0.001,0.75,20,0.75,500,164107086.45061,14134993.79316
0.01,2,0.01,0.75,40,0.66,500,164125202.532493,14124914.4218122
0.01,2,0.01,0.66,20,0.66,500,164139135.047998,14144994.8577236
0.01,2,0.1,0.75,40,0.66,500,164140508.52138,14081684.1241059
0.01,2,0,0.66,40,0.66,500,164146648.985451,14191050.6383478
0.01,2,0.001,0.66,20,0.66,500,164154693.262462,14273267.6361522
0.01,2,0,0.66,20,0.66,500,164166573.4815,14140670.883818
0.01,2,0.01,0.66,40,0.75,500,164192335.502785,14214216.2015248
0.01,2,0.1,0.66,40,0.66,500,164203931.381674,14184826.8348686
0.01,2,0.001,0.75,40,0.75,500,164206864.480801,14119097.8798645
0.01,2,0.1,0.66,20,0.66,500,164220428.334674,14277055.4928296
0.01,2,0.001,0.66,40,0.66,500,164224756.757701,14079315.7392391
0.01,2,0,0.75,20,0.66,500,164241942.873144,14341448.4322216
0.01,2,0,0.66,20,0.75,500,164245035.368211,14294147.9462232
0.01,2,0,0.75,40,0.66,500,164246054.13374,14181384.3001496
0.01,2,0.1,0.66,20,0.75,500,164248814.723118,14283483.8937241
0.01,2,0,0.75,40,0.75,500,164249658.593312,14025954.018296
0.01,2,0.01,0.75,40,0.75,500,164252204.489564,14190057.8340466
0.01,2,0,0.75,20,0.75,500,164254388.986151,14322205.8831233
0.01,2,0.01,0.75,20,0.75,500,164260121.692015,14031338.0686352
0.01,2,0.1,0.75,20,0.75,500,164282633.187172,14311007.8192428
0.01,2,0.001,0.66,40,0.75,500,164283345.040225,14208310.5092981
0.01,2,0,0.66,40,0.75,500,164295392.469801,14154105.1326439
0.01,2,0.1,0.66,40,0.75,500,164307924.312505,14420640.1256377
0.01,2,0.01,0.66,40,0.66,500,164407995.151961,14248575.2014184
0.01,2,0.001,0.66,20,0.75,500,164465603.292261,14375761.053617
0.01,2,0.01,0.66,20,0.75,500,164521355.417607,14309325.2086758
0.01,2,0,0.75,40,0.66,250,175955944.033453,13933049.216662
0.01,2,0.01,0.75,20,0.75,250,176107736.282061,14040283.8459666
0.01,2,0,0.75,20,0.66,250,176124432.270686,14217077.5065817
0.01,2,0.001,0.66,40,0.66,250,176139139.90634,14114239.4363072
0.01,2,0.001,0.75,20,0.66,250,176141584.55743,14060850.5848156
0.01,2,0,0.75,20,0.75,250,176145881.16801,14122227.7852577
0.01,2,0.01,0.75,40,0.75,250,176150302.552941,14030531.3930916
0.01,2,0,0.75,40,0.75,250,176198726.443141,14101873.8471206
0.01,2,0,0.66,20,0.66,250,176205656.35231,14260368.749484
0.01,2,0.01,0.75,20,0.66,250,176218089.854488,14225026.2657735
0.01,2,0.1,0.75,40,0.75,250,176218493.198669,14083760.9881153
0.01,2,0.1,0.75,40,0.66,250,176228385.391413,13951788.9838399
0.01,2,0.1,0.75,20,0.66,250,176241227.862132,14037241.4860541
0.01,2,0.01,0.75,40,0.66,250,176254273.631288,14101280.7347156
0.01,2,0.001,0.75,40,0.75,250,176286749.995178,14061138.251164
0.01,2,0.001,0.75,40,0.66,250,176293832.181538,14090094.863038
0.01,2,0.001,0.75,20,0.75,250,176299887.716902,14129240.5947708
0.01,2,0.1,0.75,20,0.75,250,176303794.884218,14157189.974408
0.01,2,0.1,0.66,40,0.75,250,176335679.261742,14340992.0646389
0.01,2,0.001,0.66,40,0.75,250,176349371.292762,14216957.847489
0.01,2,0.001,0.66,20,0.66,250,176384472.323646,14334326.2755913
0.01,2,0.001,0.66,20,0.75,250,176456769.375957,14199162.5251401
0.01,2,0,0.66,40,0.66,250,176513210.893349,14306092.9004065
0.01,2,0,0.66,20,0.75,250,176539750.610343,14370432.5409179
0.01,2,0.01,0.66,40,0.66,250,176550222.192995,14303628.4964833
0.01,2,0.01,0.66,20,0.75,250,176567356.616596,14347855.083199
0.01,2,0.01,0.66,40,0.75,250,176569115.076812,14457216.0684449
0.01,2,0.1,0.66,40,0.66,250,176582480.546706,14443407.5432454
0.01,2,0.1,0.66,20,0.75,250,176590718.23957,14361259.5374264
0.01,2,0.1,0.66,20,0.66,250,176641629.359088,14512781.1688266
0.01,2,0,0.66,40,0.75,250,176763115.015779,14489728.7307876
0.01,2,0.01,0.66,20,0.66,250,176772581.987045,14353383.9191898
